month,transaction_count,to_address,from_address,artifact_name,project_name,to_address_rawscore,from_address_rawscore
2024-06,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0xa11ba18f5eae6d3633e21469b7da3c6ccdac2c60,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-05,2,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x93ea52c9f9d7bed7c680d1aa6c217b5b75d7475d,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,6.132
2024-05,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x05e5f38c988fdf103850fcffc12b51bc5f199782,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-08,2,0x8fe3842e0b7472a57f2a2d56cf6bce08517a1de0,0x9531c059098e3d194ff87febb587ab07b30b1306,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,,
2024-06,1,0x8fe3842e0b7472a57f2a2d56cf6bce08517a1de0,0x9531c059098e3d194ff87febb587ab07b30b1306,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,,
2024-06,2,0x912ce59144191c1204e64559fe8253a0e49e6548,0x9531c059098e3d194ff87febb587ab07b30b1306,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,,
2024-05,1,0xf017a2bf40685401386707ce294a992f23db5a1c,0x9531c059098e3d194ff87febb587ab07b30b1306,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,,
2024-06,2,0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,0x9531c059098e3d194ff87febb587ab07b30b1306,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,,
2024-06,1,0x929ec64c34a17401f460460d4b9390518e5b473e,0x9531c059098e3d194ff87febb587ab07b30b1306,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,,
2024-08,1,0x1111111254eeb25477b68fb85ed929f73a960582,0x9531c059098e3d194ff87febb587ab07b30b1306,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,,
2024-08,12,0x4fe3fc701504ac72bff774e42e78fb349607de56,0x62c1b4e8216dd888fb0b03f0ab683e06240c1cb9,0x4fe3fc701504ac72bff774e42e78fb349607de56,duel3,,1.647
2024-08,8,0x4fe3fc701504ac72bff774e42e78fb349607de56,0x147a89665f36f45b677c8696c90911f324f49c08,0x4fe3fc701504ac72bff774e42e78fb349607de56,duel3,,
2024-05,1,0xc30362313fbba5cf9163f0bb16a0e01f01a896ca,0x9531c059098e3d194ff87febb587ab07b30b1306,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,,
2024-04,1,0x31fe56609c65cd0c510e7125f051d440424d38f3,0x400153c66fcca59c35d215c00f7e30e6fca73d43,0x31fe56609c65cd0c510e7125f051d440424d38f3,umbra-scopelift,,
2024-08,1,0x31fe56609c65cd0c510e7125f051d440424d38f3,0xea621980ffb571f87a82fccbdee9aa414353eb96,0x31fe56609c65cd0c510e7125f051d440424d38f3,umbra-scopelift,,
2024-08,1,0x31fe56609c65cd0c510e7125f051d440424d38f3,0x999a628fa8b496e1af343540ad53780569796018,0x31fe56609c65cd0c510e7125f051d440424d38f3,umbra-scopelift,,
2024-05,1,0x31fe56609c65cd0c510e7125f051d440424d38f3,0x05e5f38c988fdf103850fcffc12b51bc5f199782,0x31fe56609c65cd0c510e7125f051d440424d38f3,umbra-scopelift,,
2024-04,1,0x31fe56609c65cd0c510e7125f051d440424d38f3,0xc5b224af929f8a2a9553001a7a87b0e920e9ff32,0x31fe56609c65cd0c510e7125f051d440424d38f3,umbra-scopelift,,
2024-05,1,0x31fe56609c65cd0c510e7125f051d440424d38f3,0xba28a7bb5321c4fb8d3f37f887a2759f1241d239,0x31fe56609c65cd0c510e7125f051d440424d38f3,umbra-scopelift,,
2024-08,4,0x794a61358d6845594f94dc1db02a252b5b4814ad,0x9531c059098e3d194ff87febb587ab07b30b1306,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,,
2024-06,1,0x794a61358d6845594f94dc1db02a252b5b4814ad,0x9531c059098e3d194ff87febb587ab07b30b1306,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,,
2024-05,1,0x794a61358d6845594f94dc1db02a252b5b4814ad,0x9531c059098e3d194ff87febb587ab07b30b1306,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,,
2024-08,1,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,0x9531c059098e3d194ff87febb587ab07b30b1306,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,,
2024-06,2,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,0x9531c059098e3d194ff87febb587ab07b30b1306,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,,
2024-04,2,0x1133ea7af70876e64665ecd07c0a0476d09465a1,0x9531c059098e3d194ff87febb587ab07b30b1306,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,,
2024-08,4,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0x9531c059098e3d194ff87febb587ab07b30b1306,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,,
2024-06,3,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0x9531c059098e3d194ff87febb587ab07b30b1306,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,,
2024-05,1,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0x9531c059098e3d194ff87febb587ab07b30b1306,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,,
2024-08,1,0x2c2e7dca11c0cf96e27ba53e196ab79b4c123b0a,0x3d3f7dca11c0cf96e27ba53e196ab79b4c124c1b,0x2c2e7dca11c0cf96e27ba53e196ab79b4c123b0a,duel3,,
2024-08,1,0x4452fb36ba1085e84e2d9d3485ccccc240febf72,0x4976e41e2f43169b9a4330805aa1e004840fd69a,0x4976e41e2f43169b9a4330805aa1e004840fd69a,stogramhq,,
2024-04,2,0xfb2dc580eed955b528407b4d36ffafe3da685401,0xffd2c5b57b31d8e22aca9881271d1fbf3fb79055,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-06,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0xf526486ffa93cbeae56efaf4c50afe7ece7f3c13,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-04,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x3173bc0da5e344444bdab4cb7ae1a454692d6951,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-05,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x6ad60f3f9428bbc35d0d5de93cf8e4850c43d417,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-06,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x1953dce49faebbc61ef8cf88f5cb825f5c8ee877,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,17.676
2024-04,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x850fb1d9293200f9da928460220829deb0d443d2,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-08,2,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x84588d5993ba39b8eeecbb3aedd972c867503430,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,6.876
2024-06,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x7e5dcf0f6406508aa999f2ecaaa0f302dadc52bf,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-07,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0xdb5fa29b483a513449aa9ab3c70afe8c4e78cf83,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-07,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x84588d5993ba39b8eeecbb3aedd972c867503430,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,6.876
2024-04,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0xdf479da8818c78424a38caa41882c7ba18c6284c,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-08,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0xaa109bba9ccf36ba6aaceacbb7c0485e2e005f03,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-05,3,0x8f379ecc582ba13933620712d38e06bf53341ea9,0x4976e41e2f43169b9a4330805aa1e004840fd69a,0x4976e41e2f43169b9a4330805aa1e004840fd69a,stogramhq,,
2024-08,1,0x8f379ecc582ba13933620712d38e06bf53341ea9,0x4976e41e2f43169b9a4330805aa1e004840fd69a,0x4976e41e2f43169b9a4330805aa1e004840fd69a,stogramhq,,
2024-08,1,0x59dadd3cbd22cce29a0db85355547ff31870393c,0x4976e41e2f43169b9a4330805aa1e004840fd69a,0x4976e41e2f43169b9a4330805aa1e004840fd69a,stogramhq,,
2024-05,2,0x912ce59144191c1204e64559fe8253a0e49e6548,0x4976e41e2f43169b9a4330805aa1e004840fd69a,0x4976e41e2f43169b9a4330805aa1e004840fd69a,stogramhq,,
2024-08,2,0x912ce59144191c1204e64559fe8253a0e49e6548,0x4976e41e2f43169b9a4330805aa1e004840fd69a,0x4976e41e2f43169b9a4330805aa1e004840fd69a,stogramhq,,
2024-07,1,0x912ce59144191c1204e64559fe8253a0e49e6548,0x4976e41e2f43169b9a4330805aa1e004840fd69a,0x4976e41e2f43169b9a4330805aa1e004840fd69a,stogramhq,,
2024-08,2,0x627d54b88b519a2915b6a5a76fa9530fd085ce26,0x4aceeb7bf9ec8104cc2379f1e8d648ee47249fcb,0x627d54b88b519a2915b6a5a76fa9530fd085ce26,hypercerts,,40.645
2024-04,4,0xdbd0f5ebada6632dde7d47713ea200a7c2ff91eb,0xffd2c5b57b31d8e22aca9881271d1fbf3fb79055,0xdbd0f5ebada6632dde7d47713ea200a7c2ff91eb,umbra-scopelift,,
2024-05,1,0xea1559e034111bd0bbc1a8bbb7e8e0c5a98ed35d,0x4976e41e2f43169b9a4330805aa1e004840fd69a,0x4976e41e2f43169b9a4330805aa1e004840fd69a,stogramhq,0,
2024-07,1,0xc72fa67241b2ab95776db23cb27a845d4290d75b,0x4976e41e2f43169b9a4330805aa1e004840fd69a,0x4976e41e2f43169b9a4330805aa1e004840fd69a,stogramhq,25.355,
2024-08,1,0xc72fa67241b2ab95776db23cb27a845d4290d75b,0x4976e41e2f43169b9a4330805aa1e004840fd69a,0xc72fa67241b2ab95776db23cb27a845d4290d75b,stogramhq,25.355,
2024-08,1,0xc72fa67241b2ab95776db23cb27a845d4290d75b,0x4976e41e2f43169b9a4330805aa1e004840fd69a,0x4976e41e2f43169b9a4330805aa1e004840fd69a,stogramhq,25.355,
2024-07,1,0xc72fa67241b2ab95776db23cb27a845d4290d75b,0x4976e41e2f43169b9a4330805aa1e004840fd69a,0xc72fa67241b2ab95776db23cb27a845d4290d75b,stogramhq,25.355,
2024-08,9,0x4fe3fc701504ac72bff774e42e78fb349607de56,0xaf186526734e9038f21d2b0698ae02417c21cc70,0x4fe3fc701504ac72bff774e42e78fb349607de56,duel3,,15.43
2024-07,1,0x33383265290421c704c6b09f4bf27ce574dc4203,0x4976e41e2f43169b9a4330805aa1e004840fd69a,0x4976e41e2f43169b9a4330805aa1e004840fd69a,stogramhq,,
2024-05,5,0x6dc1d6b864e8bef815806f9e4677123496e12026,0x4976e41e2f43169b9a4330805aa1e004840fd69a,0x4976e41e2f43169b9a4330805aa1e004840fd69a,stogramhq,,
2024-06,1,0x31fe56609c65cd0c510e7125f051d440424d38f3,0x1953dce49faebbc61ef8cf88f5cb825f5c8ee877,0x31fe56609c65cd0c510e7125f051d440424d38f3,umbra-scopelift,,17.676
2024-06,1,0x31fe56609c65cd0c510e7125f051d440424d38f3,0x5acb16ca815a5566ee5acd21a71615ec3882abbb,0x31fe56609c65cd0c510e7125f051d440424d38f3,umbra-scopelift,,
2024-05,1,0x31fe56609c65cd0c510e7125f051d440424d38f3,0x817c358e51aecca4a5187599314a79dda4450827,0x31fe56609c65cd0c510e7125f051d440424d38f3,umbra-scopelift,,
2024-04,1,0x31fe56609c65cd0c510e7125f051d440424d38f3,0xffd2c5b57b31d8e22aca9881271d1fbf3fb79055,0x31fe56609c65cd0c510e7125f051d440424d38f3,umbra-scopelift,,
2024-08,1,0x65b84d588d0a8cf8874ba4a2d76ad91451faa45a,0x4976e41e2f43169b9a4330805aa1e004840fd69a,0x4976e41e2f43169b9a4330805aa1e004840fd69a,stogramhq,,
2024-05,4,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0x4976e41e2f43169b9a4330805aa1e004840fd69a,0x4976e41e2f43169b9a4330805aa1e004840fd69a,stogramhq,,
2024-08,4,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0x4976e41e2f43169b9a4330805aa1e004840fd69a,0x4976e41e2f43169b9a4330805aa1e004840fd69a,stogramhq,,
2024-04,1,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0x4976e41e2f43169b9a4330805aa1e004840fd69a,0x4976e41e2f43169b9a4330805aa1e004840fd69a,stogramhq,,
2024-07,1,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0x4976e41e2f43169b9a4330805aa1e004840fd69a,0x4976e41e2f43169b9a4330805aa1e004840fd69a,stogramhq,,
2024-08,1,0x3b9183ec661413612bdfc2d0dacfabcd867f7dc1,0x4976e41e2f43169b9a4330805aa1e004840fd69a,0x4976e41e2f43169b9a4330805aa1e004840fd69a,stogramhq,0.525,
2024-04,1,0x3b9183ec661413612bdfc2d0dacfabcd867f7dc1,0x4976e41e2f43169b9a4330805aa1e004840fd69a,0x4976e41e2f43169b9a4330805aa1e004840fd69a,stogramhq,0.525,
2024-09,2,0xfb2dc580eed955b528407b4d36ffafe3da685401,0xf8158782fb89e390859cbf334f54f98385c4ca3b,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-05,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0xf8158782fb89e390859cbf334f54f98385c4ca3b,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-06,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0xd480161e9be8281817fd665ba7942c929ad7f22b,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-06,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x0ead81bfd1f7096ddb6c997e734220b916a5840e,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-04,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0xc272695413dde6400b3953be4a5ad594164c735a,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,3.07
2024-06,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x079fb9654ab800c8354f0b0a92ba83f34ae77200,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-05,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x17252c95db43b200447073f251f86a8dbba0a906,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-04,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x29712be4c02aacb67bcbb0504f8f48b9669a826f,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-06,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x00086d3559eaa86b26abc4542a1286692e193b53,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-04,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x78db747e40097dc969b78c8b04ff1d988f9c9251,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-06,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x29712be4c02aacb67bcbb0504f8f48b9669a826f,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-06,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0xdc7bc6d07ed4793b0689b70081d1438a33622b97,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-06,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x199a44924e1a070129f9b18bd61db56968ade0e6,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-06,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x2f427c3e0302e8759a7262e597ce7da94929a91f,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-05,1,0x31fe56609c65cd0c510e7125f051d440424d38f3,0x17252c95db43b200447073f251f86a8dbba0a906,0x31fe56609c65cd0c510e7125f051d440424d38f3,umbra-scopelift,,
2024-06,1,0x31fe56609c65cd0c510e7125f051d440424d38f3,0x00086d3559eaa86b26abc4542a1286692e193b53,0x31fe56609c65cd0c510e7125f051d440424d38f3,umbra-scopelift,,
2024-05,1,0x31fe56609c65cd0c510e7125f051d440424d38f3,0x5f8a34d201ebc2fbb9e4afd2ab6ab03183dbd482,0x31fe56609c65cd0c510e7125f051d440424d38f3,umbra-scopelift,,
2024-06,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x520c2cef12c7d63ebcbac93c8a3e6afb27d00ba3,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-06,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x25a378e75bbe6fff9b353e6d80708c4f75e73053,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-07,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x1da9a94eff133ce39fe9212d6c0340e35b8fd62a,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,2.068
2024-06,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x5caf053a1c29be0a426dc637858789c06f71d2e0,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,9.41
2024-04,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0xb4408372e635a8b876a2667f8bf9d2a82ad3858b,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-06,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x98976ffd0fd2dc8faa5701c91e3b742e08b600cf,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-06,2,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x2aafba1d57813c0c0fa9cc4834b10b82f3492dce,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,0
2024-07,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0xd9e2688c16921da488451118e5c357ffaddd5d4b,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-04,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x1da9a94eff133ce39fe9212d6c0340e35b8fd62a,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,2.068
2024-08,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0x1da9a94eff133ce39fe9212d6c0340e35b8fd62a,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,2.068
2024-07,1,0xfb2dc580eed955b528407b4d36ffafe3da685401,0xf2f03b18fee85f58ceac80a3503e33b7105652db,0xfb2dc580eed955b528407b4d36ffafe3da685401,umbra-scopelift,,
2024-08,9,0x4fe3fc701504ac72bff774e42e78fb349607de56,0xb872e44e69ef9a28ecb436a12dc21f6e7e797777,0x4fe3fc701504ac72bff774e42e78fb349607de56,duel3,,
2024-08,8,0x4fe3fc701504ac72bff774e42e78fb349607de56,0x0dd29a896e1f200efdf2f6df76d27e23df04413d,0x4fe3fc701504ac72bff774e42e78fb349607de56,duel3,,30.153
2024-06,1,0x31fe56609c65cd0c510e7125f051d440424d38f3,0xd5f35f95f03cd3789b709baefe9b1c2922b6c640,0x31fe56609c65cd0c510e7125f051d440424d38f3,umbra-scopelift,,
